,工作标题,工作链接,工作地点,薪资,年限,学历,公司名,公司链接,公司行业,融资情况,人数,标签,福利
0,数据分析师（周末双休）,/job_detail/672f833efcd691e81nJ83dS7FlJW.html,广州·天河区·天河公园,5-10K,1-3年,大专,云养邦,/gongsi/af2c36da3dad02841nN73Nu_GQ~~.html,电子商务,未融资,20-99人,"['Excel', '数据分析师', '数据分析', '数据统计', '数据挖掘', '数据', '分析']",零食下午茶，弹性工作，节日福利，周末双休，年终奖，餐补，午休2小时，员工旅游，定期体检，带薪年假，五险一金，加班补助
1,跨境电商数据分析师-双休-法定假期,/job_detail/b9e9c8a28899475e1XVy292_ElFQ.html,广州·白云区·石井,10-15K,3-5年,本科,广州盛为电子,/gongsi/9c8852fb4e9939e40nxy39S9.html,电子商务,未融资,100-499人,"['SQL', 'SPSS', 'SAS', 'Excel', '数据', '数据分析', '跨境电商']",全勤奖，餐补，年终奖，住房补贴，节日福利，零食下午茶，交通补助
2,数据分析,/job_detail/e2f855a50a3de5581Xd63Ni_GVBS.html,广州·天河区·员村,18-26K·13薪,5-10年,本科,益世界,/gongsi/fbef1b3b9d9dfab31nd53tS9EVQ~.html,游戏,不需要融资,500-999人,"['Python', '数据分析', '数据', '游戏']",全勤奖，餐补，年终奖，节日福利，员工旅游，零食下午茶，带薪年假，定期体检，包吃，五险一金
3,数据分析师,/job_detail/d6754d97b6724e391nJ73dy-GVBW.html,广州·白云区·广园路,7-12K,1-3年,本科,欧博,/gongsi/01b9df91bc8f10a11H163dW4.html,电子商务,未融资,1000-9999人,"['Excel', '数据分析', '电商数据', '电商财务', '财务数据']",餐补，包吃
4,数据分析师,/job_detail/cf710e448bb541f70HJ62t66FVQ~.html,广州·天河区·岗顶,12-17K,3-5年,本科,爱知之星,/gongsi/97a0809423ca67cb03Z63N0~.html,计算机软件,已上市,100-499人,"['SQL', '数据分析', '运营商', 'BI工程师', 'ORACLE', '数据开发']",餐补，加班补助，补充医疗保险，五险一金，零食下午茶，带薪年假，交通补助，通讯补贴，定期体检，年终奖，股票期权，节日福利
5,数据分析师,/job_detail/8d268277096cdec90Xd809S7EVA~.html,广州,20-35K·15薪,1-3年,本科,广州智品网络科技公司,/gongsi/aab61fcbea18ed1c0XR_3Nq6.html,移动互联网,A轮,100-499人,"['数据分析', '商业数据分析', '产品思维']",定期体检，五险一金
6,数据分析师,/job_detail/853ce0f783787e501nR73t60GVJX.html,广州·天河区·元岗,10-11K,1-3年,本科,智汇基因,/gongsi/eece8b9ab9867db21nZ62Ny4FFI~.html,学术/科研,,0-20人,"['数据分析', 'R语言', 'R', '数据挖掘', 'Java', 'Perl', 'Python']",
7,数据分析师,/job_detail/b06432e4198b1fa91XV53d24GVpW.html,广州·黄埔区·知识城,7-10K·13薪,3-5年,本科,六维教育,/gongsi/e403f81f2b1cbefb0nN_3dy8Fw~~.html,培训机构,未融资,100-499人,['数据分析'],股票期权，个人成长课程，全勤奖，交通补助，节日福利，带薪年假，五险一金，年终奖，定期体检，补充医疗保险，零食下午茶，餐补，通讯补贴，住房补贴，员工旅游
8,数据分析师【2022届校招】,/job_detail/cef91c914926b3ee1nN_29S-E1tW.html,广州·番禺区·番禺广场,15-25K·16薪,在校/应届,本科,BIGO,/gongsi/d1539fda413000a10XB-0tW6.html,移动互联网,已上市,1000-9999人,['数据'],住房补贴，五险一金，补充医疗保险，定期体检，全勤奖，带薪年假，股票期权，年终奖
9,数据分析师,/job_detail/f7e5e43700013ac51nxz2dW0FFQ~.html,广州·黄埔区·荔联,5-6K·13薪,1-3年,本科,协手,/gongsi/47523289bc670b731HR_29m8.html,电子商务,天使轮,20-99人,"['数据分析', '系统运维', '数据架构']",带薪年假，节日福利，加班补助，员工旅游，零食下午茶
10,数据分析师,/job_detail/a2b56ba97a8dce561XR83ty0EVVQ.html,广州·黄埔区·科学城,10-15K·13薪,1-3年,本科,伟宏智能,/gongsi/e4bb088fc31f7b481HZ72d-0EQ~~.html,计算机软件,未融资,20-99人,"['SQL', '数据分析']",五险一金，带薪年假，补充医疗保险，补充医疗保险，定期体检，带薪年假，股票期权，员工旅游，年终奖，股票期权，交通补助，交通补助，定期体检，五险一金，年终奖，员工旅游
11,高级数据分析师,/job_detail/eeca415063d6750f1nR82t-0FVtQ.html,广州·荔湾区·芳村,18-30K·14薪,5-10年,本科,未来一手网络科技...,/gongsi/ffa136fbf2c92fc91nx73N2-EFY~.html,电子商务,C轮,500-999人,"['数据分析', '数据治理']",零食下午茶，带薪年假，员工旅游，定期体检，餐补，五险一金，年终奖，股票期权，节日福利，加班补助
12,数据分析师,/job_detail/3fd2fa6bd306e73c1n1809i4FFtV.html,广州,5-8K,1-3年,大专,广州景煜电子商务,/gongsi/d32762b3216ea73903Jz2961Ew~~.html,电子商务,未融资,20-99人,"['Excel', 'Python', 'SQL', '电商数据分析', 'Tableau/BI', '数据分析']",零食下午茶，节日福利，员工旅游，社保五险，年终奖，全勤奖，带薪年假，定期体检
13,高级数据分析师,/job_detail/6559b0a2da3ca1601XV73ty-ElVR.html,广州,23-35K,5-10年,本科,网易,/gongsi/38bd5c757efa4ab6331z.html,移动互联网,已上市,10000人以上,"['Python', 'Hadoop', '数据分析', '业务数据分析', '用户数据分析', '营收数据分析']",补充医疗保险，免费班车，全勤奖，包吃，定期体检，五险一金，节日福利，带薪年假，年终奖
14,高级用户数据分析师,/job_detail/f0077733a2853a501nZ539-5E1BW.html,广州·海珠区·琶洲,12-22K·13薪,1-3年,本科,逸仙电商,/gongsi/83def44850f7005a1HB90tS7.html,电子商务,已上市,1000-9999人,"['数据分析', '数据体系']",年底双薪，零食下午茶，带薪年假，免费班车，定期体检，全勤奖，员工旅游，节日福利，五险一金，月度绩效奖金，包吃
15,资深/高级数据分析师,/job_detail/9a6153d18091ca931nRz3Nm6GFBW.html,广州·天河区·小新塘,20-40K·16薪,5-10年,本科,网易游戏,/gongsi/378e32b74df25c2c1XRy2N2_FFA~.html,游戏,已上市,10000人以上,"['数据分析', '数据挖掘']",交通补助，节日福利，股票期权，定期体检，员工旅游，补充医疗保险，免费班车，年终奖，包吃，带薪年假，餐补，五险一金
16,数据分析师、主管、经理、总监,/job_detail/b67289ce6b81ba921nV52di8FlBQ.html,广州·番禺区·长隆,25-50K·16薪,经验不限,本科,wlaike,/gongsi/ac7ae720415934151HV_2t6-Ew~~.html,互联网,C轮,100-499人,['数据分析'],交通补助，员工旅游，零食下午茶，股票期权，加班补助，定期体检，年终奖，节日福利，通讯补贴，带薪年假，住房补贴，补充医疗保险，五险一金，包吃，餐补，全勤奖
17,高级数据分析师（双休+五险一金）,/job_detail/e8a1e45cee90299c1n1-3dS4FltV.html,广州·海珠区·江南大道,15-25K,5-10年,本科,大白,/gongsi/3182d06154bfdb511nx52t-4Fw~~.html,日化,A轮,100-499人,"['Excel', 'Python', '数据分析', 'powerBI']",定期体检，节日福利，周末双休，带薪年假，年终奖，零食下午茶，五险一金，员工旅游
18,高级数据分析师,/job_detail/f61c25fa7689b2603nB83dq8FVM~.html,广州·天河区·天河北,10-15K·14薪,3-5年,本科,威纳信息,/gongsi/80ef4e30f1b07ec51nx-0t-8FVo~.html,移动互联网,未融资,100-499人,"['SPSS', '大数据', '咨询领域', '数据分析']",
19,数据分析师,/job_detail/46025d6671c0e5601Hx509q8GFM~.html,广州·越秀区·岭南,7-12K,3-5年,大专,影子数据,/gongsi/060b942557d580881nV909-0Ew~~.html,数据服务,未融资,20-99人,"['数据分析', 'tableau', '数据挖掘']",交通补助，五险一金，带薪年假，住房补贴，全勤奖，餐补，年终奖，员工旅游，节日福利，通讯补贴
20,数据分析师（自动驾驶） (MJ013359),/job_detail/6f720e4d5491bdfa1XZ_39i-E1ZX.html,广州·天河区·岑村,15-25K·15薪,1-3年,本科,小鹏汽车,/gongsi/1ab3d8fb705b4da303Z83Nm1.html,汽车生产,已上市,10000人以上,"['Python', 'SQL', '数据分析']",定期体检，股票期权，节日福利，餐补，带薪年假，包吃，年终奖，补充医疗保险，五险一金
21,数据分析师,/job_detail/87a605aad1603b1d1nN42960GVZW.html,广州·越秀区·东风东,12-18K·13薪,1-3年,本科,佰聆数据,/gongsi/14014cb788ee601b03V43t-9GA~~.html,互联网,不需要融资,500-999人,"['数据分析', '数据挖掘', 'Python', 'SQL']",餐补，定期体检，通讯补贴，节日福利，年终奖，带薪年假，补充医疗保险，五险一金
22,数据分析师,/job_detail/9503e6be9b9ec1e01nV_39i7EVpR.html,广州·海珠区·琶洲,6-7K,1-3年,大专,博骏传媒,/gongsi/a19eaa20dbb042771nV_0t2_FA~~.html,媒体,未融资,20-99人,"['数据分析', '商业分析']",补充医疗保险，带薪年假，五险一金，餐补，通讯补贴，员工旅游，节日福利，零食下午茶
23,数据分析师,/job_detail/5809b7c0d1e3def51nR63tS_FVVR.html,广州·海珠区·赤岗,30-35K,3-5年,本科,腾讯,/gongsi/2e64a887a110ea9f1nRz.html,互联网,不需要融资,10000人以上,"['数据分析', '数据仓库', 'SQL', 'BI', '商业分析', 'Python']",年终奖，带薪年假，员工旅游，股票期权，餐补，免费早晚餐，住房补贴，节日福利，交通补助，五险一金，零食下午茶，公仔周边活动，补充医疗保险，免费班车，包吃，定期体检，免费健身房
24,数据分析师,/job_detail/f7da23762fd510b21XR52tS0ElM~.html,广州·天河区·棠下,10-15K,3-5年,本科,酷狗音乐,/gongsi/0f327133d869f4991nd-.html,互联网,已上市,1000-9999人,"['数据分析', '数据挖掘', 'SQLServer']",带薪年假，包吃，节日福利，五险一金，零食下午茶，年终奖，股票期权，定期体检，餐补，补充医疗保险
25,数据分析师,/job_detail/4137958b72153a731XV_2tm-ElNQ.html,广州,10-15K·14薪,3-5年,本科,南方+,/gongsi/161e69305d99bedc1nF-3du5FQ~~.html,移动互联网,不需要融资,100-499人,"['Java', 'Scala', 'SQL', 'Excel', 'Hive', '数据分析', '数据统计', '数据指标']",五险一金，餐补，年终奖，带薪年假，加班补助，定期体检，通讯补贴，交通补助
26,数据分析师,/job_detail/e4546afc784de36f33Z62NS7EVI~.html,广州·越秀区·五羊新城,6-9K,1-3年,大专,怡铭文化,/gongsi/310d4b71e2f195a133N82Nq8Fw~~.html,音乐/视频/阅读,天使轮,20-99人,"['数据分析', '商业分析', 'Python', 'SQL', 'R语言', '网络爬虫技术']",节日福利，年终奖，五险一金，带薪年假，股票期权
27,行业数据分析师（实习）,/job_detail/d42da9fcc6d5015b0HR92Ni5GVI~.html,广州·越秀区·中山六路,80-100元/天,5天/周6个月,本科,阿戴普,/gongsi/50bd753caa84fae31nZ439u1FA~~.html,咨询,不需要融资,0-20人,"['数据分析', '行业分析', '行业报告撰写', '田野调查', '政策研究', '数据统计与分析']",
28,数据处理专员/数据分析师/数据研究员,/job_detail/c057ba25da387c650n1y2t20E1I~.html,广州·白云区·同和,5-9K,经验不限,本科,久久健康科技,/gongsi/fcbcedd91a7a7e6e03x729W5EA~~.html,食品/饮料/烟酒,A轮,20-99人,['数据分析'],五险一金，股票期权，通讯补贴，住房补贴，年终奖，带薪年假，交通补助
29,数据分析师,/job_detail/7b6a83447adc34b61Xd609m4EVVV.html,广州·海珠区·琶洲,150-200元/天,5天/周6个月,本科,明略科技,/gongsi/579fa7c76f87da121XRy2tw~.html,互联网,D轮及以上,1000-9999人,"['大数据', '数据分析', '营销研究']",加班补助，交通补助，定期体检，带薪年假，补充医疗保险，零食下午茶，年终奖，五险一金
30,数据分析师,/job_detail/7b6a83447adc34b61Xd609m4EVVV.html,广州·海珠区·琶洲,150-200元/天,5天/周6个月,本科,明略科技,/gongsi/579fa7c76f87da121XRy2tw~.html,互联网,D轮及以上,1000-9999人,"['大数据', '数据分析', '营销研究']",加班补助，交通补助，定期体检，带薪年假，补充医疗保险，零食下午茶，年终奖，五险一金
31,数据分析师 - 直播,/job_detail/135a08288f56de991XZ62di6EVpR.html,广州·海珠区·琶洲,30-50K·15薪,3-5年,本科,今日头条,/gongsi/a67b361452e384e71XV82N4~.html,移动互联网,D轮及以上,10000人以上,"['Python', 'SQL', 'R', 'Spark', 'Hive', '因子分析', '回归分析', '相关分析']",员工旅游，定期体检，免费班车，补充医疗保险，带薪年假，年终奖，节日福利，通讯补贴，包吃，股票期权，加班补助，交通补助，五险一金，全勤奖，住房补贴，零食下午茶
32,数据分析师,/job_detail/5808b39104ca5d471n1y0t25FFVQ.html,广州·海珠区·客村,13-20K,经验不限,本科,药师帮,/gongsi/2e99ed3130664dce0nJ82dS_.html,互联网,D轮及以上,1000-9999人,"['Excel', 'SPSS', 'SQL', 'Python']",五险一金，节日福利，员工旅游，加班补助，股票期权
33,数据分析师,/job_detail/b9b8ecb62ac8a8aa1XV53t--GFBQ.html,广州·天河区·小新塘,10-13K·13薪,3-5年,本科,数源智汇,/gongsi/ec9315b998a5b1661n1y0tq8EFA~.html,计算机软件,A轮,100-499人,"['商业数据分析', '电商数据分析']",节日福利，带薪年假，年终奖，股票期权，商业保险，五险一金，员工旅游
34,数据分析师,/job_detail/027c1e8e00d9d0491n163Ni8GFdX.html,广州·天河区·棠下,6-11K·13薪,1年以内,本科,帝诺科技,/gongsi/b596a7937150ad161n1729W6E1U~.html,互联网,,20-99人,"['SQL', '相关分析', 'Excel', 'R', 'SPSS', 'Python']",全勤奖，员工旅游，零食下午茶，五险一金，加班补助，节日福利，带薪年假，年终奖，餐补
35,数据分析师,/job_detail/8a9bc29367022f0d1XZ639q6ElpW.html,广州·天河区·棠下,6-11K,1-3年,本科,萌友游戏,/gongsi/ff32b623be8f1f5d1nxy3tS8GQ~~.html,游戏,未融资,100-499人,"['SQL', 'Python', 'SPSS', 'Excel']",带薪年假，零食下午茶，全勤奖，员工旅游，加班补助，五险一金，餐补，交通补助，节日福利，定期体检，年终奖
36,数据分析师,/job_detail/ca0c70a6c5d280f61nx_2t67FFNX.html,广州·番禺区·大学城,10-11K,在校/应届,硕士,巴州瑶光财务,/gongsi/90725061de381f4c1n162Ny9E1I~.html,数据服务,,20-99人,"['SPSS', 'R', 'Stata', 'Matlab', 'ROC分析', '效度分析', '信度分析', '非参数检验']",
37,数据分析师,/job_detail/b669bf52a05181bd1nN43tS1GVFX.html,广州·海珠区·客村,9-14K,1-3年,本科,青木科技,/gongsi/0ad54882c70985481n1z2dQ~.html,电子商务,不需要融资,1000-9999人,"['Python', 'SPSS', 'SAS', 'MATLAB', '广告数据', '人群分析', '品牌资产', '销售预测']",年终奖，员工旅游，餐补，节日福利，定期体检，零食下午茶，五险一金，带薪年假，全勤奖
38,数据分析师,/job_detail/3d9d6c8b49aadc6a1nVz09u8EVdS.html,广州·番禺区·华南,10-11K,3-5年,本科,拓漫途,/gongsi/cd43ce86ec5ebb181nd809i8EVE~.html,电子商务,,20-99人,['Python'],
39,数据分析师,/job_detail/7b7aacc77f441e121XR_3961GFJX.html,广州·天河区·天平架,9-14K,1-3年,大专,悦跑圈,/gongsi/4287f0f8306e72e31nN92dy4.html,移动互联网,C轮,100-499人,"['Python', 'SQL', 'Hive']",节日福利，零食下午茶，带薪年假，餐补，全勤奖，五险一金，定期体检
40,数据分析师,/job_detail/1bf46811919192321XV5292_FlRV.html,广州·天河区·天河公园,15-30K·13薪,3-5年,大专,中顺网络,/gongsi/26c5ae43dbf6ab071HZ73di8.html,游戏,未融资,100-499人,['SQL'],节日福利，全勤奖，五险一金，餐补，年终奖，带薪年假，团建
41,数据分析师,/job_detail/1c8ea43865e198801XZ629-0GFNQ.html,广州·天河区·天河公园,8-12K,1-3年,本科,瑞天欣实,/gongsi/60f7ed621bb25e981nR_2N6-Ew~~.html,数据服务,A轮,100-499人,"['Python', 'SQL', 'SAS']",带薪年假，年终奖，五险一金，交通补助，节日福利，餐补
42,数据分析师,/job_detail/df67954886842dd31nJ43tm1F1ZV.html,广州·天河区·时尚天河,12-18K,3-5年,本科,南方电网大数据,/gongsi/c91c3bfd50be03a91nxz39m4EVE~.html,电力/热力/燃气/水利,不需要融资,1000-9999人,"['SQL', 'Python', 'Excel', 'Matplotlib', 'NumPy']",五险一金，定期体检，带薪年假
43,数据分析师,/job_detail/55c15339736ace6d1nN50tS6ElFQ.html,广州·番禺区·南村,10-15K,3-5年,大专,玖泽,/gongsi/2480f1956dd904741nd73Nq-Els~.html,贸易/进出口,,1000-9999人,"['SQL', 'Python', 'SPSS']",补充医疗保险，员工旅游，节日福利，五险一金，带薪年假
44,数据分析师,/job_detail/eab16d3008f4524a1XR73t-6FFNQ.html,广州·天河区·珠江新城,15-20K·13薪,1-3年,本科,毓秀科技,/gongsi/d7d0191f824a8b8b1nd62969F1s~.html,数据服务,未融资,20-99人,"['Python', 'R', 'INFOSYS', 'SPSS']",年终奖，加班补助，零食下午茶，股票期权，餐补，五险一金，带薪年假，员工旅游，节日福利，周末双休
45,数据分析师,/job_detail/59eebf05bbef9a511XZ939q6ElJQ.html,广州·天河区·珠江新城,25-40K,5-10年,本科,北京字节跳动,/gongsi/7d01ce6cfe2022030HJ409y-.html,移动互联网,D轮及以上,10000人以上,"['Python', 'SQL', '因子分析']",股票期权，补充医疗保险，餐补，嘀嘀打车，法定节假日三薪，零食下午茶，夜班补助，五险一金，带薪年假，加班补助，有无线网，住房补贴，免费健身房，年终奖，定期体检，节日福利
46,数据分析师,/job_detail/8afc3fb542feeb6f1XZz3tm6GFZQ.html,广州·越秀区·环市东,11-22K,3-5年,本科,索信达,/gongsi/6fc4e780a4cb22a11HF80tW7.html,数据服务,已上市,500-999人,"['Python', 'SQL', 'SAS']",定期体检，节日福利，婚育礼金，餐补，五险一金，零食下午茶，年终奖，补充医疗保险，带薪年假
47,数据分析师,/job_detail/404c315da76b60dd1nJ_2tm4EFNR.html,广州,12-20K·14薪,经验不限,本科,数说故事,/gongsi/2da27d046163a2b803N90t67.html,互联网,C轮,500-999人,"['数据分析师 ', '商业数据分析', '市场调查与研究', '数据挖掘', '市场数据分析', '市场调研', '商业洞察', '消费洞察']",员工旅游，五险一金，带薪年假，年终奖，零食下午茶，定期体检，节日福利
48,数据分析师,/job_detail/a9b2411ef0df77c81nB_0t26EFBR.html,广州,8-10K,3-5年,本科,广州丰石科技,/gongsi/b5db64d33ca5f4fe1Hd83Nw~.html,移动互联网,A轮,100-499人,"['Python', 'Shell', 'Hadoop', 'Spark', 'HDFS', 'Excel', 'Hive']",节日福利，零食下午茶，股票期权，带薪年假，补充医疗保险，五险一金，定期体检，员工旅游
49,数据分析师,/job_detail/e4f59dd771b42c461nF53du9GVNX.html,广州·天河区·跑马场,20-30K·18薪,1-3年,硕士,广发证券,/gongsi/1b3e8153ffa558b41XZ42dW7.html,互联网金融,已上市,10000人以上,"['Excel', 'SQL', 'Hadoop']",节日福利，餐补，补充医疗保险，通讯补贴，定期体检，五险一金，包吃，员工旅游，带薪年假，年终奖
50,数据分析师,/job_detail/e95395e43ce46f0b1XV829W0E1FX.html,广州·天河区·体育中心,12-20K·13薪,3-5年,本科,泽恩科技,/gongsi/c1eb63139d9dcd9c1nFy2tq7EA~~.html,计算机软件,未融资,20-99人,"['Python', 'SQL', 'Excel']",股票期权，定期体检，节日福利，员工旅游，全勤奖，五险一金，年终奖，带薪年假，交通补助，零食下午茶，加班补助
51,数据分析师,/job_detail/29056739e1c2d9ce1XR43tm5F1dQ.html,广州·番禺区·南村,15-25K,5-10年,本科,SHEIN,/gongsi/f39e03e2703fb7b21n1z0926GFI~.html,电子商务,D轮及以上,10000人以上,"['SQL', 'Excel', 'Tableau']",零食下午茶，节日福利，带薪年假，定期体检，五险一金，加班补助，补充医疗保险，年终奖
52,数据分析师,/job_detail/6c93bdf83deebde71XR_2dq6F1RW.html,广州·天河区·跑马场,15-20K,1-3年,本科,北京资采,/gongsi/52a09040b9ddd6711HJ_0t4~.html,通信/网络设备,B轮,100-499人,"['SQL', '描述统计', '方差分析', '因子分析', '决策树', 'SPSS', 'Tableau', 'Power BI']",定期体检，股票期权，加班补助，节日福利，年终奖，带薪年假，五险一金
53,数据分析师,/job_detail/b9c4fb71ee7d8f3f1XV83d-0F1FS.html,广州·天河区·体育中心,15-20K·13薪,3-5年,本科,BBGAME,/gongsi/d4b26eb763ed45ad0XZ_29-0.html,游戏,不需要融资,100-499人,"['Python', 'SQL']",定期体检，交通补助，员工旅游，零食下午茶，带薪年假，生日礼金，五险一金，餐补，节日福利，年终奖，绩效奖金
54,数据分析师,/job_detail/a7939af866c522141nJy2ty4EFJR.html,广州·荔湾区·茶滘,10-15K·13薪,3-5年,本科,今大福,/gongsi/a9a0dc8ddcc3173a03F60ty-Fg~~.html,食品/饮料/烟酒,未融资,100-499人,"['Excel', 'Python', 'SQL']",带薪年假，存茶福利，定期体检，五险一金，节日福利，员工旅游，餐补
55,数据分析师,/job_detail/ddb7b085add22b2b1XRz2t--FVtQ.html,广州·海珠区·赤岗,7-12K·13薪,经验不限,本科,九章量化,/gongsi/5d2951ddc6e86dca1XR529i_FlA~.html,数据服务,A轮,100-499人,"['Python', '方差分析', '回归分析', 'SPSS', 'Excel', 'R', 'Stata']",五险一金
56,数据分析师,/job_detail/787327728e3bbb171XVy2dm9GVVQ.html,广州·越秀区·东风东,11-17K,1-3年,本科,武大吉奥,/gongsi/26274c8bdb2c4b920HR529S0.html,计算机软件,未融资,1000-9999人,"['Python', 'Spark', 'Hadoop', 'HDFS', 'ArcGIS']",员工旅游，补充医疗保险，餐补，五险一金，零食下午茶，交通补助，定期体检，通讯补贴，节日福利，年终奖，全勤奖，加班补助，带薪年假
57,数据分析师,/job_detail/f4680d707cadf9911XZ70tm0FlBW.html,广州·黄埔区·科学城,15-25K·13薪,3-5年,本科,豌豆思维,/gongsi/41d61df6493d073f0nJ_39u4.html,在线教育,C轮,1000-9999人,"['Python', 'SQL', 'Power BI', '回归分析', '因子分析', '描述统计', '相关分析']",节日福利，餐补，五险一金，零食下午茶，员工旅游，股票期权，带薪年假，定期体检，加班补助，年终奖，交通补助
58,数据分析师,/job_detail/1f59403a0e4d00ca1XR82NS-E1RR.html,广州·天河区·体育中心,10-15K,1-3年,大专,开课吧,/gongsi/c7cf8f5b4b7e1a271nZ42Ng~.html,互联网,B轮,1000-9999人,"['SQL', 'Power BI', 'Tableau', 'Excel']",免费班车，员工旅游，年终奖，五险一金，节日福利，股票期权，带薪年假，定期体检
59,数据分析师,/job_detail/c8c0ca7694fa3e011nx93925FVFR.html,广州·天河区·棠下,11-20K,1-3年,本科,六一教育,/gongsi/10f099df0e5f303903R40t2-Fg~~.html,在线教育,B轮,1000-9999人,"['SQL', 'Hadoop', 'Hbase', 'Kafka', 'Tableau', 'ECharts', 'Pandas', 'Power BI']",交通补助，带薪年假，餐补，通讯补贴，定期体检
60,高级数据分析师,/job_detail/afae71bd41a3bbb403N53t26E1c~.html,广州,15-30K,3-5年,本科,高奈特,/gongsi/6b7e124b750d22371nNz0tQ~.html,互联网,已上市,100-499人,"['需求分析', '数据建模', '数据挖掘']",节日福利，年终奖，零食下午茶，五险一金，学习提升，加班补助，带薪年假，定期体检，团建活动，交通补助，员工旅游，全勤奖，通讯补贴，生日福利，补充医疗保险
61,高级数据分析师,/job_detail/b3d26917bbb8072503N62N-8GFc~.html,广州·番禺区·长隆,25-40K·13薪,3-5年,本科,虎牙,/gongsi/1e988843578a18b03n1439s~.html,互联网,已上市,1000-9999人,"['数据建模', '行业分析', 'SQL']",定期体检，五险一金，带薪年假，餐补，补充医疗保险，节日福利，加班补助，员工旅游，股票期权，年终奖
62,数据分析师,/job_detail/4231f7225391b81f1nd729i6E1NR.html,广州·天河区·五山,4-9K,经验不限,大专,巴博瑞汽车配件,/gongsi/7fc67402696a52291ndz09u1GFE~.html,汽车零部件,未融资,100-499人,"['Python', 'SPSS', 'Matlab', 'Excel', '大数据', '汽车配件', '电商运营', '平台运营']",定期体检，带薪年假，住房补贴，员工旅游，补充医疗保险，五险一金，餐补，通讯补贴，交通补助，节日福利，年终奖，全勤奖
63,数据分析师,/job_detail/d4d87ea5f56420f91XVy0t-4EVZQ.html,广州·番禺区·钟村,5-7K,1-3年,大专,方欣科技有限公司,/gongsi/c11fed3b5d82fbcd03J72N24EQ~~.html,计算机软件,已上市,1000-9999人,"['数学/统计相关专业', '金融行业数据相关经验', '数据分析/挖掘经验']",员工旅游，交通补助，餐补，加班补助，五险一金，餐补，免费班车，节日福利，带薪年假
64,数据分析师,/job_detail/ca182f583a8e62131nFy3di8FFBW.html,广州·黄埔区·中心城,10-11K,1-3年,本科,禾信仪器,/gongsi/0cb59141d7dd54031XB_2di1Fw~~.html,仪器仪表/工业自动化,已上市,500-999人,['Excel'],补充医疗保险，节日福利，年终奖，五险一金，零食下午茶，带薪年假，全勤奖，餐补，定期体检，股票期权，员工旅游，免费班车，通讯补贴
65,Python数据分析师,/job_detail/f9bfc8cbf556720d1XV829m0FFJR.html,广州·番禺区·南村,6-8K,1-3年,大专,广州汇员帮信息科技,/gongsi/459bc32d3aed55f51nx62ty8GVU~.html,移动互联网,天使轮,20-99人,"['Pandas', 'Python', 'SQL']",五险一金，带薪年假，全勤奖
66,powerBI数据分析师-兼职,/job_detail/e3d235228bf3bb921XRz09y-FVNW.html,广州·天河区·元岗,2-6K,1-3年,本科,万云电商,/gongsi/4d0782117373f1280HF40t-_FQ~~.html,电子商务,未融资,20-99人,"['SQL', 'Power BI', 'Tableau']",
67,进销存数据分析师,/job_detail/91735ccd128f8fce1XV73961EVpQ.html,广州,12-15K·13薪,3-5年,本科,阿道夫,/gongsi/fb4c3f0c6ea512171XZ80ti8Fw~~.html,日化,未融资,500-999人,"['Excel', 'Tableau']",年终奖，零食下午茶，带薪年假，五险一金，餐补，员工旅游，全勤奖，免费体检，通讯补贴，节日福利，加班补助，定期体检
68,数据分析师（业务方向）,/job_detail/e5db9204aa3947b91XV53N6_GFRQ.html,广州·白云区·石井,15-20K·13薪,3-5年,本科,广州棒谷,/gongsi/b12e05d8975b2d8603R-2t4~.html,电子商务,未融资,1000-9999人,"['Python', 'SQL', '相关分析']",免费班车，带薪年假，年终奖，全勤奖，加班补助，零食下午茶，五险一金，节日福利，餐补
69,实习生（数据分析师方向）,/job_detail/0e487ee7d0ec995c1nF-3t-0GVpW.html,广州·海珠区·琶洲,100-200元/天,5天/周6个月,本科,信安数据,/gongsi/56645005e384b5791nd83Nq6Fw~~.html,数据服务,A轮,100-499人,"['Python', 'Java', 'SPSS']",通讯补贴，零食下午茶，带薪年假，定期体检，年终奖，节日福利，五险一金
70,数据分析师（跨境电商）,/job_detail/7ee584a7871daa0a1XRz3tS5EFdV.html,广州,6-11K,1-3年,本科,思帆信息科技有限公司,/gongsi/0cf9afc2a132e5461Xd83tu6EQ~~.html,电子商务,不需要融资,100-499人,"['Python', 'Excel', 'R', 'Spark', 'Hive', 'Pandas', 'SPSS', 'Presto']",零食下午茶，节日福利，餐补，带薪年假，五险一金，年终奖，加班补助
71,SPSS数据分析师(兼职),/job_detail/f155a3069340c0d61nZ73Nm7EVJX.html,广州·越秀区·建设路,4-5K,1-3年,硕士,智鸣科技,/gongsi/ad12c949849eb4371nd_09i_FVI~.html,电子商务,未融资,100-499人,"['R', 'SPSS', 'Stata']",年终奖，交通补助，带薪年假，餐补，股票期权，节日福利，零食下午茶，住房补贴，员工旅游，五险一金
72,数据分析师（服装销售）,/job_detail/a24f1bf756e5ac391XVz3N25FltQ.html,广州·番禺区·南村,8-13K,经验不限,大专,SHEIN,/gongsi/6a149cb48ebe0d3b1HZ43t20Eg~~.html,电子商务,D轮及以上,10000人以上,"['SQL', 'Excel', 'Tableau']",带薪年假，定期体检，年终奖，五险一金，节日福利，股票期权，零食下午茶，员工旅游，餐补
